a9a338de-6ddd-11ea-9ba4-ccda262736ce	How many elements, in total, are joined together to form magnesium chloride?	start physical_unit 2 2 number none qc_end substance 10 11 qc_end end
aa72f006-6ddd-11ea-aaf4-ccda262736ce	A compound contains 40% calcium, 12% carbon, and 48% oxygen by mass. What is the empirical formula of this compound?	start chemical_formula qc_end end
a91f0c74-6ddd-11ea-9fef-ccda262736ce	How many hydrogen atoms would need to combine with one atom of nitrogen so that all of them would be stable?	start physical_unit 2 3 number none qc_end c_other OTHER qc_end end
aa912ae4-6ddd-11ea-afa3-ccda262736ce	How could sulfur be oxidized to SO3 by the action of NO3-?	start chemical_equation qc_end substance 2 2 qc_end chemical_equation 6 6 qc_end chemical_equation 11 11 qc_end end
aa7167ec-6ddd-11ea-a238-ccda262736ce	What is the pOH of a solution if the [OH-] = 33.5 × 10^(-2) M?	start physical_unit 6 6 poh none qc_end physical_unit 6 6 11 14 [oh-] qc_end end
a9908e80-6ddd-11ea-b162-ccda262736ce	How many oxygen atoms are there in one formula unit of copper(ll) phosphate?	start physical_unit 2 3 number none qc_end end
ab43a61e-6ddd-11ea-8e4c-ccda262736ce	What is the pH of a solution prepared by mixing 50.0 mL of 0.010 mol/L HCl(aq) and 50.0 mL of 0.010 mol/L Ca(OH)2(aq)? Assume the temperature is 25 degrees celcius.	start physical_unit 6 6 ph none qc_end physical_unit 6 6 10 11 volume qc_end physical_unit 15 15 13 14 molarity qc_end physical_unit 6 6 10 11 volume qc_end physical_unit 22 22 13 14 molarity qc_end physical_unit 6 6 27 29 temperature qc_end end
a9b2494c-6ddd-11ea-b609-ccda262736ce	If 64 grams of O2 gas occupy a volume of 56 liters at a temperature or 25 °C, what is the pressure of the gas, in atmosphere?	start physical_unit 23 24 pressure atm qc_end physical_unit 4 5 1 2 mass qc_end physical_unit 4 5 10 11 volume qc_end physical_unit 4 5 16 17 temperature qc_end end
ab44691a-6ddd-11ea-b9e6-ccda262736ce	If the pH of a solution is 10.7, what would the pOH be?	start physical_unit 5 5 poh none qc_end physical_unit 5 5 7 7 ph qc_end end
abff4622-6ddd-11ea-b3d1-ccda262736ce	How many grams are in 4.5 × 10^28 molecules of sodium fluoride, NaF?	start physical_unit 12 12 mass g qc_end end
ace3a966-6ddd-11ea-b83a-ccda262736ce	How many liters are in 16 grams of H2 at STP?	start physical_unit 8 8 volume l qc_end physical_unit 8 8 5 6 mass qc_end c_other STP qc_end end
a83b777a-6ddd-11ea-a126-ccda262736ce	You have a freshly prepared 0.01 M ascorbic acid (vitamin C) solution. Each liter of this solution contains how many ascorbic acid molecules?	start physical_unit 20 22 number none qc_end physical_unit 9 10 5 6 molarity qc_end end
ab802627-6ddd-11ea-91a1-ccda262736ce	When heated, solid copper(II) carbonate decomposes to solid copper(II) oxide and carbon dioxide gas. What is the chemical equation (including phases) that describes this reaction?	start chemical_equation qc_end substance 2 4 qc_end substance 7 9 qc_end substance 11 13 qc_end end
a993d114-6ddd-11ea-87b2-ccda262736ce	A chemist has 400 grams of salt solution that is 10% salt. How many grams of 20% salt solution must be added to obtain a 12% solution of salt?	start physical_unit 6 7 mass g qc_end physical_unit 6 7 3 4 mass qc_end physical_unit 6 6 10 10 percent qc_end physical_unit 6 6 16 16 percent qc_end physical_unit 6 6 25 25 percent qc_end end
abe62bc5-6ddd-11ea-8ae2-ccda262736ce	What is the pH of 0.09 M solution of HBr (hydrobromic acid)?	start physical_unit 7 7 ph none qc_end physical_unit 9 9 5 6 molarity qc_end end
acaca6c8-6ddd-11ea-afe0-ccda262736ce	If 2300.0 g of Na(s) reacts in a sufficient amount of water, what is the theoretical yield of H2(g) in grams?	start physical_unit 18 18 theoretical_yield g qc_end physical_unit 4 4 1 2 mass qc_end c_other OTHER qc_end end
a8908e18-6ddd-11ea-8906-ccda262736ce	Elemental analysis of a compound showed that it consisted of 81.82% carbon and 18.18% hydrogen by mass. How many hydrogen atoms appear in the empirical formula of the compound?	start physical_unit 19 20 number none qc_end end
ac0c45d7-6ddd-11ea-827a-ccda262736ce	What is the percentage of oxygen in sulfuric acid?	start physical_unit 5 8 percent none qc_end substance 5 5 qc_end substance 7 8 qc_end end
a93cc2ae-6ddd-11ea-94d4-ccda262736ce	What is the density of carbon dioxide at STP? (C = 12.01 g/mol; O = 16.00 g/mol)	start physical_unit 5 6 density g/cm^3 qc_end c_other STP qc_end physical_unit 9 9 11 12 molar_mass qc_end physical_unit 13 13 15 16 molar_mass qc_end end
ac0316e7-6ddd-11ea-8bfb-ccda262736ce	How do you balance CH4 + O2 -> CO2 + H2O?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
ac51f200-6ddd-11ea-98bd-ccda262736ce	The solubility of scandium (III) fluoride, ScF3, in pure water is 2.0 × 10^(-5) moles per liter. How do you calculate the value of Ksp for scandium (III) fluoride from this data?	start physical_unit 3 5 equilibrium_constant_k none qc_end physical_unit 6 6 11 16 solubility qc_end substance 8 9 qc_end end
aa50e250-6ddd-11ea-b5dc-ccda262736ce	A 15.62 mL volume of monoprotic acid reached a stoichiometric endpoint with 16.49 mL of sodium hydroxide whose concentration was 1.175 mol/L. What is the concentration of the acid?	start physical_unit 27 28 concentration mol/l qc_end physical_unit 5 6 1 2 volume qc_end physical_unit 15 16 12 13 volume qc_end physical_unit 15 16 20 21 concentration qc_end c_other OTHER qc_end end
a9eb6752-6ddd-11ea-950d-ccda262736ce	What is the formula for dihydrogen monoxide?	start chemical_formula qc_end substance 5 6 qc_end end
ad0387c6-6ddd-11ea-b0b5-ccda262736ce	Suppose a sample of air contains 23.0% oxygen by mass. How many grams of air are required to complete the combustion of 93.0 g of P to diphosphorus pentoxide?	start physical_unit 4 4 mass g qc_end physical_unit 25 25 22 23 mass qc_end substance 27 28 qc_end end
abd138e7-6ddd-11ea-a7ed-ccda262736ce	How much heat (kJ) is needed to raise the temperature of 100.0 grams of water from 25.0 °C to 50.0 °C?	start physical_unit 14 14 heat_energy kj qc_end physical_unit 14 14 16 17 temperature qc_end physical_unit 14 14 19 20 temperature qc_end physical_unit 14 14 11 12 mass qc_end end
ac8ffa34-6ddd-11ea-8cb2-ccda262736ce	What is the H+ concentration for an aqueous solution with pOH of 4.31 at 25 °C?	start physical_unit 3 3 concentration mol/l qc_end physical_unit 7 8 12 12 poh qc_end physical_unit 7 8 14 15 temperature qc_end end
a8a94c30-6ddd-11ea-8dc8-ccda262736ce	About 60 million tonnes of calcium oxide is made in Britain each year. How would you calculate the mass of calcium carbonate needed to make this amount of calcium oxide?	start physical_unit 20 21 mass t qc_end physical_unit 5 6 1 3 mass qc_end end
aa385fa6-6ddd-11ea-960d-ccda262736ce	The H3O+ concentration of a solution is equal to 0.8 M. What is the pH of the solution?	start physical_unit 16 17 ph none qc_end physical_unit 1 1 9 10 concentration qc_end end
a8c3879a-6ddd-11ea-9257-ccda262736ce	A 2.94 L volume of gas at 294 K and under 69.6 kPa pressure enclosed in a piston, is cooled to 257 K and the pressure reduced to 35.6 kPa.What is the new volume?	start physical_unit 5 5 volume l qc_end physical_unit 5 5 1 2 volume qc_end physical_unit 5 5 7 8 temperature qc_end physical_unit 5 5 21 22 temperature qc_end physical_unit 5 5 11 12 pressure qc_end physical_unit 5 5 28 29 pressure qc_end end
ac874725-6ddd-11ea-8ee5-ccda262736ce	What is the threshold odor number (TON) for the following sample? The first detectable odor occurred when the 20 mL sample was diluted to 200 mL (180 mL of odor-free water was added to the 20 mL sample)	start physical_unit 8 10 threshold_odor_number t qc_end physical_unit 10 10 18 19 volume qc_end physical_unit 10 10 24 25 volume qc_end physical_unit 29 30 26 27 volume qc_end end
a925e4d8-6ddd-11ea-8b13-ccda262736ce	What is the molarity of a solution with 20 moles of salt (NaCl) in 10 liters of solution?	start physical_unit 12 12 molarity mol/l qc_end physical_unit 12 12 8 9 mole qc_end physical_unit 6 6 14 15 volume qc_end end
a9d82536-6ddd-11ea-a93d-ccda262736ce	What volume of water should be added to 500 mL of a 1.0 mol/L CuSO4 (aq) solution to dilute it to 0.5 mol/L?	start physical_unit 3 3 volume ml qc_end physical_unit 14 16 12 13 molarity qc_end physical_unit 14 16 8 9 volume qc_end physical_unit 14 16 21 22 molarity qc_end end
aa4f835c-6ddd-11ea-a54c-ccda262736ce	How would you determine the molecular formula of NPCl2 (347.64 g/mol)?	start chemical_formula qc_end c_other OTHER qc_end end
ad1fb51e-6ddd-11ea-8740-ccda262736ce	In a titration of 250.0 mL of methanoic acid (HCHO2), takes 16.32 mL of 0.1004 mol/L NaOH to reach the end-point. What is the molar concentration of the methanoic acid?	start physical_unit 27 29 molarity mol/l qc_end c_other OTHER qc_end end
ab7312e8-6ddd-11ea-93a9-ccda262736ce	If the pressure of a 2.00 L sample of gas is 50.0 kPa, what pressure does the gas exert if its volume is decreased to 20.0 mL?	start physical_unit 7 9 pressure mpa qc_end physical_unit 7 9 11 12 pressure qc_end physical_unit 7 9 5 6 volume qc_end physical_unit 7 9 25 26 volume qc_end end
a9443124-6ddd-11ea-aed2-ccda262736ce	Concerning the reaction C + O2 -> CO2, if the deltaH^0 = 393 kJ/mol, how many grams of C must be burned to release 275 kJ of heat?	start physical_unit 3 3 mass g qc_end chemical_equation 3 7 qc_end physical_unit 1 2 12 13 deltah^0 qc_end physical_unit 1 2 24 25 heat_energy qc_end end
aa7d53ca-6ddd-11ea-a50d-ccda262736ce	If 3.50 mols of freon-12 gas was added to 7.48 mols of it, and it started at 28.7 L, what is its final volume?	start physical_unit 4 5 volume l qc_end physical_unit 4 5 1 2 mole qc_end physical_unit 4 5 9 10 mole qc_end physical_unit 4 5 17 18 volume qc_end end
a9af5193-6ddd-11ea-8696-ccda262736ce	How many moles of NaCl are in 0.350 L of a 1.5 M solution?	start physical_unit 4 4 mole mol qc_end physical_unit 13 13 7 8 volume qc_end physical_unit 4 4 11 12 molarity qc_end end
acf50e0c-6ddd-11ea-9eef-ccda262736ce	How do you calculate the initial pressure this situation: a sealed container of gas is squashed, reducing the volume from 0.5 m^3 to 0.25 m^3, with a final pressure of 120 kPa?	start physical_unit 13 13 pressure kpa qc_end physical_unit 13 13 30 31 pressure qc_end physical_unit 13 13 20 21 volume qc_end physical_unit 13 13 23 24 volume qc_end end
a9874dfa-6ddd-11ea-8eb4-ccda262736ce	A 30.00% (by mass) solution of HNO3 in water has a density of 1.18 g/(cm^3) at 20 °C. What is the molarity of HNO3 in the solution?	start physical_unit 6 6 molarity mol/l qc_end physical_unit 6 7 1 1 mass_percent qc_end end
ab20c590-6ddd-11ea-8963-ccda262736ce	How many kilograms of water must be evaporated from 40 kg of a 10% salt solution to produce a 25% solution?	start physical_unit 4 4 mass kg qc_end physical_unit 14 15 9 10 mass qc_end physical_unit 14 14 13 13 percent qc_end physical_unit 14 14 19 19 percent qc_end end
ad064159-6ddd-11ea-8b4f-ccda262736ce	What is the new volume for a 50.4 mL volume of gas, at 742 mmHg pressure and 293.15 K, for which conditions are changed to STP?	start physical_unit 11 11 volume ml qc_end physical_unit 11 11 7 8 volume qc_end physical_unit 11 11 13 14 pressure qc_end physical_unit 11 11 17 18 temperature qc_end c_other STP qc_end end
a86f1670-6ddd-11ea-98d5-ccda262736ce	How much water should be evaporated from 20 L of a 20% salt solution to increase it to a 25% salt solution?	start physical_unit 2 2 volume l qc_end physical_unit 12 12 11 11 percent qc_end physical_unit 12 13 7 8 volume qc_end physical_unit 12 12 19 19 percent qc_end end
aaf01600-6ddd-11ea-9314-ccda262736ce	Iron (III) oxide reacts with carbon monoxide to form molten iron and carbon dioxide. If 0.18 g of iron (III) oxide reacts with 0.11 g of carbon monoxide, how many grams of iron would be produced?	start physical_unit 0 0 mass g qc_end physical_unit 0 2 15 16 mass qc_end physical_unit 5 6 23 24 mass qc_end end
ac614a38-6ddd-11ea-8075-ccda262736ce	What is the molar mass of ammonia, NH3?	start physical_unit 7 7 molar_mass g/mol qc_end chemical_equation 7 7 qc_end end
a8d00837-6ddd-11ea-b30e-ccda262736ce	You heat 0.158 g of a white, solid carbonate of a Group 2 metal and find that the evolved CO2 has a pressure of 69.8 mmHg in a 285 ml flask at 25 °C. What is the molar mass of the metal carbonate?	start physical_unit 41 42 molar_mass g/mol qc_end physical_unit 19 19 32 33 temperature qc_end physical_unit 19 19 24 25 pressure qc_end physical_unit 5 8 2 3 mass qc_end physical_unit 30 30 28 29 volume qc_end c_other OTHER qc_end end
a9ca2831-6ddd-11ea-b166-ccda262736ce	How many total electrons are in a Ba^2+ ion?	start physical_unit 3 3 number none qc_end chemical_equation 7 7 qc_end end
ac036522-6ddd-11ea-ade0-ccda262736ce	What is the total number of oxygen atoms on the left-hand side of 2 Ca2(PO4)2(s) + 4 SiO2(s) + 12 C(s) -> 4 CaSiO3(s) + P4(s) + 12 CO(g)	start physical_unit 6 7 number none qc_end c_other OTHER qc_end chemical_equation 13 28 qc_end end
aab0f3ae-6ddd-11ea-9091-ccda262736ce	What is the mass of solution that is 28.1% (w/w) with respect to sugar that contains 65.5 g of solution?	start physical_unit 5 5 mass g qc_end physical_unit 13 13 16 17 mass qc_end end
ac8fac50-6ddd-11ea-b616-ccda262736ce	What is the chemical equation for potassium oxide + water -> potassium hydroxide?	start chemical_equation qc_end chemical_equation 6 12 qc_end end
ab17311e-6ddd-11ea-be78-ccda262736ce	If the percent yield for the following reaction is 65.0%, how many grams of KClO3 are needed to produce 42.0 g of O2? 2 KClO3(s) -> 2 KCl(s) + 3 O2(g)	start physical_unit 14 14 mass g qc_end chemical_equation 23 30 qc_end physical_unit 5 7 9 9 percent_yield qc_end physical_unit 22 22 19 20 mass qc_end end
ac00ccfa-6ddd-11ea-b470-ccda262736ce	What is the enthalpy change for the reaction of 1.000 × 10^2 g of nitrogen with sufficient oxygen according to the equation: N2 + O2 -> 2 NO deltaH = +180.6 kJ?	start physical_unit 6 7 enthalpy kj qc_end physical_unit 14 14 9 12 mass qc_end c_other OTHER qc_end chemical_equation 22 27 qc_end physical_unit 6 7 30 31 deltah qc_end end
aad476e8-6ddd-11ea-af51-ccda262736ce	A sample of hydrogen has a volume of 1107 mL when the temperature is 101.9 degC and the pressure is 0.867 atm. What will be the volume of the gas at STP?	start physical_unit 28 29 volume ml qc_end physical_unit 1 3 8 9 volume qc_end physical_unit 1 3 14 15 temperature qc_end physical_unit 1 3 20 21 pressure qc_end c_other STP qc_end end
abfdbf7b-6ddd-11ea-85a9-ccda262736ce	How many moles of hydrogen are produced from the reaction of three moles of zinc with an excess of hydrochloric acid in Zn + 2 HCl -> ZnCl2 + H2?	start physical_unit 4 4 mole mol qc_end physical_unit 14 14 11 12 mole qc_end c_other OTHER qc_end chemical_equation 22 29 qc_end end
ab1b6dca-6ddd-11ea-9293-ccda262736ce	What is the mass represented by 40 mmol of calcium chloride?	start physical_unit 9 10 mass g qc_end physical_unit 9 10 6 7 mole qc_end end
aafc98e4-6ddd-11ea-b40d-ccda262736ce	The temperature of a piece of copper with a mass of 95.4 g increases from 25 °C to 48 °C when the metal absorbs 849 J of heat. What is the specific heat of copper?	start physical_unit 6 6 specific_heat j/(°c_·_g) qc_end physical_unit 3 6 15 16 temperature qc_end physical_unit 3 6 18 19 temperature qc_end physical_unit 3 6 11 12 mass qc_end physical_unit 3 6 24 25 heat_energy qc_end end
ad18ce54-6ddd-11ea-af95-ccda262736ce	What mass of carbon dioxide results from combustion of a 52 g mass of acetylene gas?	start physical_unit 3 4 mass g qc_end physical_unit 14 15 10 11 mass qc_end end
a840ff0c-6ddd-11ea-ad78-ccda262736ce	What would be the mass of 4.5 × 10^26 carbon atoms?	start physical_unit 9 9 mass g qc_end physical_unit 9 10 6 8 number qc_end end
ac45a4b7-6ddd-11ea-bf5e-ccda262736ce	How do we represent the formation of Fe3O4 by the oxidation of iron metal in basic conditions?	start chemical_equation qc_end chemical_equation 7 7 qc_end substance 12 13 qc_end c_other OTHER qc_end end
a890b4be-6ddd-11ea-b235-ccda262736ce	The Ksp of Al(OH)3 is 2 × 10^(-32). At what pH will a 0.9 M Al^3+ solution begin to show precipitation of Al(OH)3?	start physical_unit 15 16 ph none qc_end physical_unit 3 3 5 7 equilibrium_constant_k qc_end physical_unit 15 16 13 14 molarity qc_end end
ac81a79a-6ddd-11ea-97f7-ccda262736ce	If you have a gas at a pressure of 16.5 atm, volume of 123.9 mL, and a temperature of 11 °C, how many moles do you have?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 9 10 pressure qc_end physical_unit 4 4 13 14 volume qc_end physical_unit 4 4 19 20 temperature qc_end end
ad0e7eb0-6ddd-11ea-adcb-ccda262736ce	Solid magnesium has a specific heat of 1.01 J/(g * °C). How much heat is given off by a 20.0 gram sample of magnesium when it cools from 70.0 °C to 50.0 °C?	start physical_unit 21 23 heat_energy j qc_end physical_unit 0 1 7 10 specific_heat qc_end physical_unit 21 23 19 20 mass qc_end physical_unit 21 23 28 29 temperature qc_end physical_unit 21 23 31 32 temperature qc_end end
ab81949e-6ddd-11ea-b160-ccda262736ce	Using Hess's law, determine the enthalpy change for the overall reaction? (i) H3BO3(aq) -> HBO2(aq) + H2O(l), deltaH1 = -0.02 kJ/mol (ii) H2B4O7(aq) + H2O(l) -> 4 HBO2(aq), deltaH2 = -11.3 kJ/mol (iii) H2B4O7(aq) -> 2 B2O3(s) + H2O(l), deltaH3 = 17.5 kJ/mol	start physical_unit 8 10 enthalpy kj/mol qc_end chemical_equation 12 20 qc_end chemical_equation 22 31 qc_end chemical_equation 33 42 qc_end c_other OTHER qc_end end
a9024536-6ddd-11ea-935c-ccda262736ce	How many moles of H2O could be obtained by reacting 0.75 mole of H2O2 in the reaction H2O2 + H2S -> 2 H2O + S?	start physical_unit 4 4 mole mol qc_end chemical_equation 17 24 qc_end physical_unit 13 13 10 11 mole qc_end end
aa6972f8-6ddd-11ea-a271-ccda262736ce	How would we represent the formation of caesium bromide?	start chemical_equation qc_end substance 7 8 qc_end end
ac47794c-6ddd-11ea-8af1-ccda262736ce	Given the equation, CH4 + 2 O2 -> 2 H2O + CO2, what is the total number of moles of oxygen that must react to produce 5 moles of carbon dioxide?	start physical_unit 20 20 mole mol qc_end physical_unit 29 30 26 27 mole qc_end chemical_equation 3 11 qc_end end
aa847ad4-6ddd-11ea-b421-ccda262736ce	How would you balance the reaction of white phosphorous (P4) with oxygen (O2) which produces phosphorous oxide (P4O10)?	start chemical_equation qc_end chemical_equation 9 9 qc_end chemical_equation 12 12 qc_end chemical_equation 17 17 qc_end end
ab32bd01-6ddd-11ea-9c19-ccda262736ce	How many moles of NH3 are there in 77.5 g of NH3?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 8 9 mass qc_end end
ac14f63d-6ddd-11ea-b784-ccda262736ce	What is the empirical formula of C4H8O2?	start chemical_formula qc_end chemical_equation 6 6 qc_end end
aac0db1e-6ddd-11ea-b585-ccda262736ce	A certain sugar has a chemical composition of 40% carbon, 6.6% hydrogen, and 53.3% oxygen. The molar mass is 180 g/mol. What is the molecular formula?	start chemical_formula qc_end physical_unit 2 2 19 20 molar_mass qc_end end
aae763d3-6ddd-11ea-a8d8-ccda262736ce	If you need to make a 5.6% solution of NaCl using 9.6 g of NaCl, how many grams of water is needed?	start physical_unit 19 19 mass g qc_end physical_unit 9 9 6 6 percent qc_end physical_unit 9 9 11 12 mass qc_end end
aca3d7ac-6ddd-11ea-8433-ccda262736ce	What is the mass of 4.49 × 10^25 particles of HCl?	start physical_unit 10 10 mass g qc_end end
a95ed5f6-6ddd-11ea-b430-ccda262736ce	How many grams of salt are required to produce a 355 mg mass of chlorine gas?	start physical_unit 4 4 mass g qc_end end
a9401a18-6ddd-11ea-a1a6-ccda262736ce	What is the volume of a container that holds 9.67 moles of oxygen gas at 100 °C and 1.30 atm pressure?	start physical_unit 6 6 volume l qc_end physical_unit 12 13 9 10 mole qc_end physical_unit 12 13 15 16 temperature qc_end physical_unit 12 13 18 19 pressure qc_end end
a8ac0290-6ddd-11ea-ac43-ccda262736ce	How many moles are in 25 grams of water?	start physical_unit 8 8 mole mol qc_end physical_unit 8 8 5 6 mass qc_end end
ac4137d2-6ddd-11ea-bf5e-ccda262736ce	What is the oxidation number of titanium in titanium oxide?	start physical_unit 6 6 oxidation_number none qc_end substance 8 9 qc_end end
ad1d14c6-6ddd-11ea-af99-ccda262736ce	A mixture containing 10 mL of a nitrogen oxide and 30 ml of hydrogen reacts completely to form 10 mL of nitrogen. What is the formula for the nitrogen oxide?	start chemical_formula qc_end physical_unit 13 13 10 11 volume qc_end c_other OTHER qc_end physical_unit 7 7 3 4 volume qc_end end
ac73e5ee-6ddd-11ea-86b3-ccda262736ce	A gas occupies volume of 0.35 dm3 at 290 K and 92558 N/m^2 pressure. Calculate the volume of gas at STP?	start physical_unit 1 1 volume l qc_end physical_unit 1 1 5 6 volume qc_end physical_unit 1 1 8 9 temperature qc_end physical_unit 1 1 11 12 pressure qc_end c_other STP qc_end end
a9f24406-6ddd-11ea-9ac8-ccda262736ce	How would you calculate the pH of a substance after a titration of 10.19 mL 0.10 M HCl with 10.99 mL 0.093 M NaOH?	start physical_unit 7 8 ph none qc_end physical_unit 17 17 15 16 molarity qc_end physical_unit 23 23 21 22 molarity qc_end end
ac53fbec-6ddd-11ea-8117-ccda262736ce	How many grams of KOH are needed to neutralise 500 mL of 2 mol/L H2SO4?	start physical_unit 4 4 mass g qc_end physical_unit 14 14 12 13 molarity qc_end end
ac0c45d4-6ddd-11ea-b6c6-ccda262736ce	How do you calculate the enthalpy change in the following reaction 4 NH3(g) + 5 O2(g) -> 4 NO(g) + 6 H2O?	start physical_unit 10 10 enthalpy kj/mol qc_end chemical_equation 11 21 qc_end end
a8cfe126-6ddd-11ea-b57c-ccda262736ce	What is the chemical equation for the combustion of butane?	start chemical_equation qc_end substance 9 9 qc_end end
ace05116-6ddd-11ea-ae14-ccda262736ce	In the reaction 2 Al + 6 HBr -> 2 AlBr3 + 3 H2, when 3.22 moles of Al reacts with 4.96 moles of HBr, how many moles of H2 are formed?	start physical_unit 13 13 mole mol qc_end physical_unit 4 4 15 16 mole qc_end physical_unit 7 7 21 22 mole qc_end chemical_equation 3 13 qc_end end
a98308af-6ddd-11ea-941b-ccda262736ce	How many moles are in 508 g of ethanol (C2H6O)?	start physical_unit 9 9 mole mol qc_end physical_unit 9 9 5 6 mass qc_end end
a9d89a6e-6ddd-11ea-b7c1-ccda262736ce	Using the equation 2 H2 + O2 -> 2 H2O, when 47 g of oxygen are produced, how many grams of hydrogen must react?	start physical_unit 21 21 mass g qc_end physical_unit 14 14 11 12 mass qc_end chemical_equation 3 9 qc_end end
abff4624-6ddd-11ea-aa69-ccda262736ce	What is the chemical formula for an ionic compound of potassium and oxygen?	start chemical_formula qc_end substance 10 10 qc_end substance 12 12 qc_end end
ab0c64e5-6ddd-11ea-a4b3-ccda262736ce	Given deltaH^0 combustion for butane is -2657 kJ/mol, what is heat of combustion for butane in J/g?	start physical_unit 4 4 enthalpy_of_combustion j/g qc_end physical_unit 4 4 6 7 deltah^0 qc_end end
a8f53b24-6ddd-11ea-8da6-ccda262736ce	How many grams are there in 1.18×10^26 atoms of iridium?	start physical_unit 9 9 mass g qc_end end
a92efb3e-6ddd-11ea-987d-ccda262736ce	What is the pressure of 1.00 mole of Cl2 gas that is non-ideal, at a temperature of 0.0 deg C occupying a volume 34.6 L?	start physical_unit 8 9 pressure bar qc_end physical_unit 8 9 5 6 mole qc_end c_other OTHER qc_end physical_unit 8 9 17 19 temperature qc_end physical_unit 8 9 23 24 volume qc_end end
a9737cd8-6ddd-11ea-bbdc-ccda262736ce	Given a 2.2 M MgCl2 stock solution, how much stock solution (in mL) would be necessary to prepare 250 mL of aqueous 0.115 M MgCl2?	start physical_unit 5 6 volume ml qc_end physical_unit 4 6 2 3 molarity qc_end physical_unit 6 6 18 19 volume qc_end end
a991e0b4-6ddd-11ea-b057-ccda262736ce	How do you balance Co(OH)3 + HNO3 -> Co(NO3)3 + H2O?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
acac5de3-6ddd-11ea-b3a8-ccda262736ce	How does sulfur oxidize aluminum?	start chemical_equation qc_end substance 2 2 qc_end substance 4 4 qc_end end
a87b54e6-6ddd-11ea-881f-ccda262736ce	How many milliliters of 12.0 M HCl (aq) are needed to prepare 215.0 mL of 1.00 M HCl (aq)?	start physical_unit 6 7 volume ml qc_end physical_unit 6 7 12 13 volume qc_end physical_unit 6 7 4 5 molarity qc_end physical_unit 6 7 15 16 molarity qc_end end
a8b9b14c-6ddd-11ea-af3b-ccda262736ce	What is the empirical formula of a compound containing 60.0 g sulfur and 90.0 g oxygen?	start chemical_formula qc_end physical_unit 11 11 9 10 mass qc_end physical_unit 15 15 13 14 mass qc_end end
abf3afd2-6ddd-11ea-83ba-ccda262736ce	How many grams of NaOH are in 500 mL of 0.175 M NaOH solution?	start physical_unit 4 4 mass g qc_end physical_unit 12 13 7 8 volume qc_end physical_unit 12 13 10 11 molarity qc_end end
a90cddbe-6ddd-11ea-b072-ccda262736ce	Ibuprofen, a common pain remedy, has an empirical formula of C7H9O and a molar mass of approximately 218.078 grams per mole. What is the molecular formula of ibuprofen?	start chemical_formula qc_end physical_unit 0 0 17 18 molar_mass qc_end c_other OTHER qc_end end
ab7694b5-6ddd-11ea-9f88-ccda262736ce	How would you balance the following equation: H3PO4 + Mg(OH)2 -> Mg3(PO4)2 + H2O?	start chemical_equation qc_end chemical_equation 7 13 qc_end end
aaafbbbb-6ddd-11ea-8c16-ccda262736ce	2 Al + Zn(NO3)2 -> 2 Al(NO3)3 + Zn net ionic equation?	start chemical_equation qc_end chemical_equation 0 8 qc_end end
ab4d69be-6ddd-11ea-a24c-ccda262736ce	A gas occupies 1.0 liter at 1.2 atm. What is the pressure if the volume is increased to 4.0 liters?	start physical_unit 1 1 pressure atm qc_end physical_unit 1 1 6 7 pressure qc_end physical_unit 1 1 3 4 volume qc_end physical_unit 1 1 18 19 volume qc_end end
abef90e8-6ddd-11ea-97eb-ccda262736ce	If you start with ten grams of sodium hydroxide, how many moles of sodium chloride will be produced? NaOH(aq) + HCl(aq) -> NaCl(aq) + H2O(l)	start physical_unit 13 14 mole mol qc_end chemical_equation 18 24 qc_end end
ab519ab1-6ddd-11ea-9cdc-ccda262736ce	Carbon and oxygen react to give carbon dioxide. The reaction of 4.49 g C(s) with 9.21 g O2(g) releases 113.2 kJ of heat. What is the enthalpy of formation of CO2(g)?	start physical_unit 30 30 enthalpy_of_formation kj/mol qc_end physical_unit 13 13 11 12 mass qc_end physical_unit 17 17 15 16 mass qc_end physical_unit 8 9 19 20 heat_energy qc_end end
acd7f874-6ddd-11ea-beb8-ccda262736ce	Equal masses of methane and hydrogen are mixed in an empty container. At 25 degree Celsius. The fraction of total pressure exerted by hydrogen will be?	start physical_unit 19 23 ratio none qc_end c_other OTHER qc_end end
a928caee-6ddd-11ea-8c1c-ccda262736ce	A gas occupies 175 mL at a pressure of 825 torr. What is the volume when the pressure is decreased to 415 torr?	start physical_unit 1 1 volume ml qc_end physical_unit 1 1 3 4 volume qc_end physical_unit 1 1 9 10 pressure qc_end physical_unit 1 1 21 22 pressure qc_end end
a837a703-6ddd-11ea-bc03-ccda262736ce	A container is filled with 258 liters of nitrogen gas at a temperature of 78 °C. What would the volume (in liters) of the gas be if the temperature changed to 122 °C?	start physical_unit 8 9 volume l qc_end physical_unit 8 9 5 6 volume qc_end physical_unit 8 9 14 15 temperature qc_end physical_unit 8 9 31 32 temperature qc_end end
acd9a0e6-6ddd-11ea-ae5a-ccda262736ce	How would you determine the molecular formula from the following empirical formula and molar mass: NPCl2, 348 g/mol?	start chemical_formula qc_end c_other OTHER qc_end end
