HitID	URL	QuestionText	QuestionVariable	Answer	Condition	Knowledge	Comment	IsSkip	Debug_AnnotationFrom	Debug_RawText	Debug_HasOverride	QuestionTextProcessed	QuestionVariableExpand	ConditionExpand	HasLabelBackIssue	LabelBackIssue	hasAdhocFixForLabelBack
191674505	https://socratic.org/questions/how-many-molecules-of-ammonia-are-formed-in-the-equation-n-2-3h-2-2nh-3	How many molecules of ammonia are formed in the equation: N2 + 3 H2 -> 2 NH3?	[{"type":"physical unit","value":"Number [OF] ammonia molecules"}]	[{"type":"physical unit","value":"2"}]	[{"type":"chemical equation","value":"N2 + 3 H2 -> 2 NH3"}]	[]		0	QAReview	How many molecules of ammonia are formed in the equation: #N_2 + 3H_2 → 2NH_3#?	0	How many molecules of ammonia are formed in the equation: N2 + 3 H2 -> 2 NH3?	[{"type":"physical unit","value":"Number [OF] ammonia molecules","valueExpand":[{"tag":"property_qv","content":"Number","slot":"ActionToClass"},{"tag":"subject_qv","content":"ammonia molecules","slot":"-1_-1"}]}]	[{"type":"chemical equation","value":"N2 + 3 H2 -\u003e 2 NH3","valueExpand":[{"tag":"ce_condition","content":"N2 + 3 H2 -\u003e 2 NH3","slot":"58_75"}]}]	0		1		0	0
191674504	https://socratic.org/questions/5703114a7c0149124535e5aa	How would we write the equation between Na3PO4 and Pb(NO3)2, given 17.3 g of the former, and 12.4 g of the latter?	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"2 Na3PO4 + 3 Pb(NO3)2 -> Pb3(PO4)2 + 6 NaNO3"}]	[{"type":"physical unit","value":"Mass [OF] Na3PO4 [=] \\pu{17.3 g}"},{"type":"physical unit","value":"Mass [OF] Pb(NO3)2 [=] \\pu{12.4 g}"}]	[]		0	QAReview	How would we write the equation between #Na_3PO_4# and #Pb(NO_3)_2#, given #17.3*g# of the former, and #12.4*g# of the latter?	0	How would we write the equation between Na3PO4 and Pb(NO3)2, given 17.3 g of the former, and 12.4 g of the latter?	[{"type":"other","value":"Chemical Equation [OF] the equation","valueExpand":[{"tag":"equation_qv","content":"","slot":"ActionToClass"},{"tag":"equationSubject_qv","content":" the equation","slot":"-1_-1"}]}]	[{"type":"physical unit","value":"Mass [OF] Na3PO4 [=] \\\\pu{17.3 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"Na3PO4","slot":"40_45"},{"tag":"value_condition","content":"17.3 g","slot":"67_72"}]},{"type":"physical unit","value":"Mass [OF] Pb(NO3)2 [=] \\\\pu{12.4 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"Pb(NO3)2","slot":"51_58"},{"tag":"value_condition","content":"12.4 g","slot":"93_98"}]}]	0		1		0	0
191674502	https://socratic.org/questions/what-is-the-empirical-formula-of-a-compound-that-contains-53-73-fe-and-46-27-of-	What is the empirical formula of a compound that contains 53.73% Fe and 46.27% of S?	[{"type":"other","value":"Chemical Formula [OF] a compound [IN] empirical"}]	[{"type":"chemical equation","value":"Fe2S3"}]	[{"type":"physical unit","value":"Percent [OF] Fe in the compound [=] \\pu{53.73%}"},{"type":"physical unit","value":"Percent [OF] S in the compound [=] \\pu{46.27%}"}]	[]		0	QAReview	What is the empirical formula of a compound that contains 53.73% Fe and 46.27% of S? 	0	What is the empirical formula of a compound that contains 53.73% Fe and 46.27% of S?	[{"type":"other","value":"Chemical Formula [OF] a compound [IN] empirical","valueExpand":[{"tag":"formula_qv","content":"","slot":"ActionToClass"},{"tag":"formulaSubject_qv","content":"a compound","slot":"33_42"},{"tag":"formulaConstraint_qv","content":"empirical","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Percent [OF] Fe in the compound [=] \\\\pu{53.73%}","valueExpand":[{"tag":"property_condition","content":"Percent","slot":"ActionToClass"},{"tag":"subject_condition","content":"Fe in the compound","slot":"-1_-1"},{"tag":"value_condition","content":"53.73%","slot":"58_63"}]},{"type":"physical unit","value":"Percent [OF] S in the compound [=] \\\\pu{46.27%}","valueExpand":[{"tag":"property_condition","content":"Percent","slot":"ActionToClass"},{"tag":"subject_condition","content":"S in the compound","slot":"-1_-1"},{"tag":"value_condition","content":"46.27%","slot":"72_77"}]}]	0		2		0	0
191674495	https://socratic.org/questions/the-concentration-of-a-water-solution-of-nacl-is-2-48-m-and-it-contains-806-g-of	The concentration of a water solution of NaCl is 2.48 M, and it contains 806 g of water. How much NaCl is in the solution?	[{"type":"physical unit","value":"Mass [OF] NaCl in the solution [IN] g"}]	[{"type":"physical unit","value":"116.82 g"}]	[{"type":"physical unit","value":"Concentration [OF] a water solution of NaCl [=] \\pu{2.48 M}"},{"type":"physical unit","value":"Mass [OF] water [=] \\pu{806 g}"}]	[]		0	QAReview	The concentration of a water solution of #NaCl# is 2.48 m, and it contains 806 g of water. How much #NaCl# is in the solution?	0	The concentration of a water solution of NaCl is 2.48 M, and it contains 806 g of water. How much NaCl is in the solution?	[{"type":"physical unit","value":"Mass [OF] NaCl in the solution [IN] g","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"NaCl in the solution","slot":"-1_-1"},{"tag":"unit_qv","content":"g","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Concentration [OF] a water solution of NaCl [=] \\\\pu{2.48 M}","valueExpand":[{"tag":"property_condition","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_condition","content":"a water solution of NaCl","slot":"21_44"},{"tag":"value_condition","content":"2.48 M","slot":"49_54"}]},{"type":"physical unit","value":"Mass [OF] water [=] \\\\pu{806 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"water","slot":"23_27|82_86"},{"tag":"value_condition","content":"806 g","slot":"73_77"}]}]	0		1		0	1
191674490	https://socratic.org/questions/the-molecular-mass-of-octane-is-14-22-g-mol-what-is-the-mass-of-22-05-mol-of-oct	The molecular mass of octane is 114.22 g/mol. What is the mass of 22.05 mol of octane?	[{"type":"physical unit","value":"Mass [OF] octane [IN] g"}]	[{"type":"physical unit","value":"2518.55 g"}]	[{"type":"physical unit","value":"Molecular mass [OF] octane [=] \\pu{114.22 g/mol}"},{"type":"physical unit","value":"Mole [OF] octane [=] \\pu{22.05 mol}"}]	[]		0	QAReview	The molecular mass of octane is 14.22 g/mol. What is the mass of 22.05 mol of octane? 	0	The molecular mass of octane is 114.22 g/mol. What is the mass of 22.05 mol of octane?	[{"type":"physical unit","value":"Mass [OF] octane [IN] g","valueExpand":[{"tag":"property_qv","content":"Mass","slot":"ActionToClass"},{"tag":"subject_qv","content":"octane","slot":"22_27|79_84"},{"tag":"unit_qv","content":"g","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Molecular mass [OF] octane [=] \\\\pu{114.22 g/mol}","valueExpand":[{"tag":"property_condition","content":"Molecular mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"octane","slot":"22_27|79_84"},{"tag":"value_condition","content":"114.22 g/mol","slot":"32_43"}]},{"type":"physical unit","value":"Mole [OF] octane [=] \\\\pu{22.05 mol}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"octane","slot":"22_27|79_84"},{"tag":"value_condition","content":"22.05 mol","slot":"66_74"}]}]	0		0		0	3
191674501	https://socratic.org/questions/a-gold-ring-weighing-20-g-at-25-c-is-dropped-into-a-beaker-containing-15-g-of-bo	A gold ring weighing 20 g at 25 ℃ is dropped into a beaker containing 15 g of boiling water. The final temperature of the water is 97 ℃. Recall that the heat capacity of water is 4.184 J/(g * ℃). What is the specific heat capacity of gold?	[{"type":"physical unit","value":"Specific heat capacity [OF] gold [IN] J/(g * ℃)"}]	[{"type":"physical unit","value":"0.13 J/(g * ℃)"}]	[{"type":"physical unit","value":"Weight [OF] a gold ring [=] \\pu{20 g}"},{"type":"physical unit","value":"Temperature [OF] a gold ring [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Weight [OF] boiling water [=] \\pu{15 g}"},{"type":"physical unit","value":"Temperature [OF] water [=] \\pu{97 ℃}"},{"type":"physical unit","value":"Heat capacity [OF] water [=] \\pu{4.184 J/(g * ℃)}"}]	[]		0	QAReview	A gold ring weighing 20 g at 25 °C is dropped into a beaker containing 15 g of boiling water. The final temperature of the water is 97 °C. Recall that the heat capacity of water is 4.184 J/g °C.  What is the specific heat capacity of gold?	0	A gold ring weighing 20 g at 25 °C is dropped into a beaker containing 15 g of boiling water. The final temperature of the water is 97 °C. Recall that the heat capacity of water is 4.184 J/(g * °C). What is the specific heat capacity of gold?	[{"type":"physical unit","value":"Specific heat capacity [OF] gold [IN] J/(g * ℃)","valueExpand":[{"tag":"property_qv","content":"Specific heat capacity","slot":"ActionToClass"},{"tag":"subject_qv","content":"gold","slot":"2_5|237_240"},{"tag":"unit_qv","content":"J/(g * °C)","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Weight [OF] a gold ring [=] \\\\pu{20 g}","valueExpand":[{"tag":"property_condition","content":"Weight","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gold ring","slot":"0_10"},{"tag":"value_condition","content":"20 g","slot":"21_24"}]},{"type":"physical unit","value":"Temperature [OF] a gold ring [=] \\\\pu{25 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gold ring","slot":"0_10"},{"tag":"value_condition","content":"25 °C","slot":"29_33"}]},{"type":"physical unit","value":"Weight [OF] boiling water [=] \\\\pu{15 g}","valueExpand":[{"tag":"property_condition","content":"Weight","slot":"ActionToClass"},{"tag":"subject_condition","content":"boiling water","slot":"79_91"},{"tag":"value_condition","content":"15 g","slot":"71_74"}]},{"type":"physical unit","value":"Temperature [OF] water [=] \\\\pu{97 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature","slot":"ActionToClass"},{"tag":"subject_condition","content":"water","slot":"87_91|123_127|172_176"},{"tag":"value_condition","content":"97 °C","slot":"132_136"}]},{"type":"physical unit","value":"Heat capacity [OF] water [=] \\\\pu{4.184 J/(g * ℃)}","valueExpand":[{"tag":"property_condition","content":"Heat capacity","slot":"ActionToClass"},{"tag":"subject_condition","content":"water","slot":"87_91|123_127|172_176"},{"tag":"value_condition","content":"4.184 J/(g * °C)","slot":"181_196"}]}]	0		0		0	3
191674499	https://socratic.org/questions/20-0-g-of-calcium-carbonate-is-heated-to-produce-carbon-dioxide-according-to-the	20.0 g of calcium carbonate is heated to produce carbon dioxide according to the equation CaCO3(s) -> CaO(s) + CO2(g).If the reaction is carried out at a temperature of 800.0 degrees C and a constant pressure of 1.0 atm is maintained, what volume of carbon dioxide gas is recovered?	[{"type":"physical unit","value":"Volume [OF] carbon dioxide gas [IN] L"}]	[{"type":"physical unit","value":"17.62 L"}]	[{"type":"physical unit","value":"Mass [OF] calcium carbonate [=] \\pu{20.0 g}"},{"type":"chemical equation","value":"CaCO3(s) -> CaO(s) + CO2(g)"},{"type":"physical unit","value":"Temperature [OF] the reaction [=] \\pu{800.0 degrees C}"},{"type":"physical unit","value":"Constant pressure [OF] the reaction [=] \\pu{1.0 atm}"}]	[]		0	QAReview	20.0 g of calcium carbonate is heated to produce carbon dioxide according to the equation CaCO3(s) → CaO(s) + CO2(g)?	0	20.0 g of calcium carbonate is heated to produce carbon dioxide according to the equation CaCO3(s) -> CaO(s) + CO2(g).If the reaction is carried out at a temperature of 800.0 degrees C and a constant pressure of 1.0 atm is maintained, what volume of carbon dioxide gas is recovered?	[{"type":"physical unit","value":"Volume [OF] carbon dioxide gas [IN] L","valueExpand":[{"tag":"property_qv","content":"Volume","slot":"ActionToClass"},{"tag":"subject_qv","content":"carbon dioxide gas","slot":"250_267"},{"tag":"unit_qv","content":"L","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mass [OF] calcium carbonate [=] \\\\pu{20.0 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"calcium carbonate","slot":"10_26"},{"tag":"value_condition","content":"20.0 g","slot":"0_5"}]},{"type":"chemical equation","value":"CaCO3(s) -\u003e CaO(s) + CO2(g)","valueExpand":[{"tag":"ce_condition","content":"CaCO3(s) -\u003e CaO(s) + CO2(g)","slot":"90_116"}]},{"type":"physical unit","value":"Temperature [OF] the reaction [=] \\\\pu{800.0 degrees C}","valueExpand":[{"tag":"property_condition","content":"Temperature","slot":"ActionToClass"},{"tag":"subject_condition","content":"the reaction","slot":"121_132"},{"tag":"value_condition","content":"800.0 degrees C","slot":"169_183"}]},{"type":"physical unit","value":"Constant pressure [OF] the reaction [=] \\\\pu{1.0 atm}","valueExpand":[{"tag":"property_condition","content":"Constant pressure","slot":"ActionToClass"},{"tag":"subject_condition","content":"the reaction","slot":"121_132"},{"tag":"value_condition","content":"1.0 atm","slot":"212_218"}]}]	0		0		0	0
191674498	https://socratic.org/questions/oxalic-acid-h-2c-2o-4-occurs-as-the-potassium-or-calcium-salt-in-many-plants-inc	Oxalic acid, H2C2O4, occurs as the potassium or calcium salt in many plants, including rhubarb and spinach. An aqueous solution of oxalic acid is 0.585 molal H2C2O4. The density of the solution is 1.022 g/mL. What is the molar concentration?	[{"type":"physical unit","value":"Molar concentration [OF] H2C2O4 [IN] mol/L"}]	[{"type":"physical unit","value":"0.57 mol/L"}]	[{"type":"other","value":"H2C2O4, occurs as the potassium or calcium salt in many plants"},{"type":"physical unit","value":"Mole [OF] H2C2O4 [=] \\pu{0.585 molal}"},{"type":"physical unit","value":"Density [OF] the solution [=] \\pu{1.022 g/mL}"}]	[]		0	QAReview	Oxalic acid, #H_2C_2O_4#, occurs as the potassium or calcium salt in many plants, including rhubarb and spinach. An aqueous solution of oxalic acid is 0.585 molal #H_2C_2O_4#. The density of the solution is 1.022 g/mL. What is the molar concentration? 	0	Oxalic acid, H2C2O4, occurs as the potassium or calcium salt in many plants, including rhubarb and spinach. An aqueous solution of oxalic acid is 0.585 molal H2C2O4. The density of the solution is 1.022 g/mL. What is the molar concentration?	[{"type":"physical unit","value":"Molar concentration [OF] H2C2O4 [IN] mol/L","valueExpand":[{"tag":"property_qv","content":"Molar concentration","slot":"ActionToClass"},{"tag":"subject_qv","content":"H2C2O4","slot":"13_18|158_163"},{"tag":"unit_qv","content":"mol/L","slot":"ActionToClass"}]}]	[{"type":"other","value":"H2C2O4, occurs as the potassium or calcium salt in many plants","valueExpand":[{"tag":"other_condition","content":"H2C2O4, occurs as the potassium or calcium salt in many plants","slot":"ActionToClass"}]},{"type":"physical unit","value":"Mole [OF] H2C2O4 [=] \\\\pu{0.585 molal}","valueExpand":[{"tag":"property_condition","content":"Mole","slot":"ActionToClass"},{"tag":"subject_condition","content":"H2C2O4","slot":"13_18|158_163"},{"tag":"value_condition","content":"0.585 molal","slot":"146_156"}]},{"type":"physical unit","value":"Density [OF] the solution [=] \\\\pu{1.022 g/mL}","valueExpand":[{"tag":"property_condition","content":"Density","slot":"ActionToClass"},{"tag":"subject_condition","content":"the solution","slot":"181_192"},{"tag":"value_condition","content":"1.022 g/mL","slot":"197_206"}]}]	0		0		0	2
191674494	https://socratic.org/questions/a-sample-of-nitrogen-gas-has-a-volume-of-15ml-at-a-pressure-of-0-50-atm-what-is-	A sample of nitrogen gas has a volume of 15 mL at a pressure of 0.50 atm. What is the pressure if the volume is changed to 30.0 mL?	[{"type":"physical unit","value":"Pressure2 [OF] nitrogen gas [IN] atm"}]	[{"type":"physical unit","value":"0.25 atm"}]	[{"type":"physical unit","value":"Pressure1 [OF] nitrogen gas [=] \\pu{0.50 atm}"},{"type":"physical unit","value":"Volume1 [OF] nitrogen gas [=] \\pu{15 mL}"},{"type":"physical unit","value":"Volume2 [OF] nitrogen gas [=] \\pu{30.0 mL}"}]	[]		0	QAReview	A sample of nitrogen gas has a volume of 15mL at a pressure of 0.50 atm. What is the pressure if the volume is changed to 30.0mL?	0	A sample of nitrogen gas has a volume of 15 mL at a pressure of 0.50 atm. What is the pressure if the volume is changed to 30.0 mL?	[{"type":"physical unit","value":"Pressure2 [OF] nitrogen gas [IN] atm","valueExpand":[{"tag":"property_qv","content":"Pressure2","slot":"ActionToClass"},{"tag":"subject_qv","content":"nitrogen gas","slot":"12_23"},{"tag":"unit_qv","content":"atm","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Pressure1 [OF] nitrogen gas [=] \\\\pu{0.50 atm}","valueExpand":[{"tag":"property_condition","content":"Pressure1","slot":"ActionToClass"},{"tag":"subject_condition","content":"nitrogen gas","slot":"12_23"},{"tag":"value_condition","content":"0.50 atm","slot":"64_71"}]},{"type":"physical unit","value":"Volume1 [OF] nitrogen gas [=] \\\\pu{15 mL}","valueExpand":[{"tag":"property_condition","content":"Volume1","slot":"ActionToClass"},{"tag":"subject_condition","content":"nitrogen gas","slot":"12_23"},{"tag":"value_condition","content":"15 mL","slot":"41_45"}]},{"type":"physical unit","value":"Volume2 [OF] nitrogen gas [=] \\\\pu{30.0 mL}","valueExpand":[{"tag":"property_condition","content":"Volume2","slot":"ActionToClass"},{"tag":"subject_condition","content":"nitrogen gas","slot":"12_23"},{"tag":"value_condition","content":"30.0 mL","slot":"123_129"}]}]	0		0		0	0
191674492	https://socratic.org/questions/58d36eb611ef6b503b7158fa	A 25 mL volume of HBr(aq) at 0.050 mol/L concentration is mixed with a 10 mL volume of KOH(aq) at 0.020 mol/L concentration. What is the pH of the final solution?	[{"type":"physical unit","value":"pH [OF] the final solution"}]	[{"type":"physical unit","value":"1.52"}]	[{"type":"physical unit","value":"Volume [OF] HBr(aq) [=] \\pu{25 mL}"},{"type":"physical unit","value":"Concentration [OF] HBr(aq) [=] \\pu{0.050 mol/L}"},{"type":"physical unit","value":"Volume [OF] KOH(aq) [=] \\pu{10 mL}"},{"type":"physical unit","value":"Concentration [OF] KOH(aq) [=] \\pu{0.020 mol/L}"}]	[]		0	QAReview	What is the #pH# of the final solution...?	0	A 25 mL volume of HBr(aq) at 0.050 mol/L concentration is mixed with a 10 mL volume of KOH(aq) at 0.020 mol/L concentration. What is the pH of the final solution?	[{"type":"physical unit","value":"pH [OF] the final solution","valueExpand":[{"tag":"property_qv","content":"pH","slot":"ActionToClass"},{"tag":"subject_qv","content":"the final solution","slot":"143_160"}]}]	[{"type":"physical unit","value":"Volume [OF] HBr(aq) [=] \\\\pu{25 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"HBr(aq)","slot":"18_24"},{"tag":"value_condition","content":"25 mL","slot":"2_6"}]},{"type":"physical unit","value":"Concentration [OF] HBr(aq) [=] \\\\pu{0.050 mol/L}","valueExpand":[{"tag":"property_condition","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_condition","content":"HBr(aq)","slot":"18_24"},{"tag":"value_condition","content":"0.050 mol/L","slot":"29_39"}]},{"type":"physical unit","value":"Volume [OF] KOH(aq) [=] \\\\pu{10 mL}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"KOH(aq)","slot":"87_93"},{"tag":"value_condition","content":"10 mL","slot":"71_75"}]},{"type":"physical unit","value":"Concentration [OF] KOH(aq) [=] \\\\pu{0.020 mol/L}","valueExpand":[{"tag":"property_condition","content":"Concentration","slot":"ActionToClass"},{"tag":"subject_condition","content":"KOH(aq)","slot":"87_93"},{"tag":"value_condition","content":"0.020 mol/L","slot":"98_108"}]}]	0		0		0	0
191674491	https://socratic.org/questions/56391ba6581e2a728f785d13	If 2.112 g Fe2O3 reacts with 0.687 g Al, what is the maximum amount of Fe that can be produced?	[{"type":"physical unit","value":"Maximum amount [OF] Fe [IN] g"}]	[{"type":"physical unit","value":"1.42 g"}]	[{"type":"physical unit","value":"Amount [OF] Fe2O3 [=] \\pu{2.112 g}"},{"type":"physical unit","value":"Amount [OF] Al [=] \\pu{0.687 g}"}]	[]		0	QAReview	If #"2.112 g Fe"_2"O"_3"# reacts with #"0.687 g Al"#, what is the maximum amount of #"Fe"# that can be produced?	0	If 2.112 g Fe2O3 reacts with 0.687 g Al, what is the maximum amount of Fe that can be produced?	[{"type":"physical unit","value":"Maximum amount [OF] Fe [IN] g","valueExpand":[{"tag":"property_qv","content":"Maximum amount","slot":"ActionToClass"},{"tag":"subject_qv","content":"Fe","slot":"71_72"},{"tag":"unit_qv","content":"g","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Amount [OF] Fe2O3 [=] \\\\pu{2.112 g}","valueExpand":[{"tag":"property_condition","content":"Amount","slot":"ActionToClass"},{"tag":"subject_condition","content":"Fe2O3","slot":"11_15"},{"tag":"value_condition","content":"2.112 g","slot":"3_9"}]},{"type":"physical unit","value":"Amount [OF] Al [=] \\\\pu{0.687 g}","valueExpand":[{"tag":"property_condition","content":"Amount","slot":"ActionToClass"},{"tag":"subject_condition","content":"Al","slot":"37_38"},{"tag":"value_condition","content":"0.687 g","slot":"29_35"}]}]	0		0		0	0
191674489	https://socratic.org/questions/a-sample-of-gas-is-collected-over-water-at-a-temperature-of-35-0-c-when-the-baro	A sample of gas is collected over water at a temperature of 35.0 ℃ when the barometric pressure reading is 742.0 torr. What is the partial pressure of the dry gas?	[{"type":"physical unit","value":"Partial pressure [OF] the dry gas [IN] mmHg"}]	[{"type":"physical unit","value":"699.80 mmHg"}]	[{"type":"physical unit","value":"Temperature [OF] a gas sample [=] \\pu{35.0 ℃}"},{"type":"physical unit","value":"Barometric pressure [OF] a gas sample [=] \\pu{742.0 torr}"},{"type":"other","value":"A sample of gas is collected over water."}]	[]		0	QAReview	A sample of gas is collected over water at a temperature of 35.0°C when the barometric pressure reading is 742.0 torr. What is the partial pressure of the dry gas?	0	A sample of gas is collected over water at a temperature of 35.0 °C when the barometric pressure reading is 742.0 torr. What is the partial pressure of the dry gas?	[{"type":"physical unit","value":"Partial pressure [OF] the dry gas [IN] mmHg","valueExpand":[{"tag":"property_qv","content":"Partial pressure","slot":"ActionToClass"},{"tag":"subject_qv","content":"the dry gas","slot":"152_162"},{"tag":"unit_qv","content":"mmHg","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Temperature [OF] a gas sample [=] \\\\pu{35.0 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas sample","slot":"-1_-1"},{"tag":"value_condition","content":"35.0 °C","slot":"60_66"}]},{"type":"physical unit","value":"Barometric pressure [OF] a gas sample [=] \\\\pu{742.0 torr}","valueExpand":[{"tag":"property_condition","content":"Barometric pressure","slot":"ActionToClass"},{"tag":"subject_condition","content":"a gas sample","slot":"-1_-1"},{"tag":"value_condition","content":"742.0 torr","slot":"108_117"}]},{"type":"other","value":"A sample of gas is collected over water.","valueExpand":[{"tag":"other_condition","content":"A sample of gas is collected over water.","slot":"ActionToClass"}]}]	0		2		0	0
191674488	https://socratic.org/questions/3-45-g-of-an-unknown-gas-at-55-c-and-1-10-atm-is-stored-in-a-2-55-l-flask-what-i	3.45 g of an unknown gas at 55 ℃ and 1.10 atm is stored in a 2.55 L flask. What is the density of the gas?	[{"type":"physical unit","value":"Density [OF] the gas [IN] g/L"}]	[{"type":"physical unit","value":"1.35 g/L"}]	[{"type":"physical unit","value":"Mass [OF] an unknown gas [=] \\pu{3.45 g}"},{"type":"physical unit","value":"Temperature [OF] an unknown gas [=] \\pu{55 ℃}"},{"type":"physical unit","value":"Pressure [OF] an unknown gas [=] \\pu{1.10 atm}"},{"type":"physical unit","value":"Volume [OF] flask [=] \\pu{2.55 L}"}]	[]		0	QAReview	3.45 g of an unknown gas at 55°C and 1.10 atm is stored in a 2.55-L flask. What is the density of the gas?	0	3.45 g of an unknown gas at 55 °C and 1.10 atm is stored in a 2.55 L flask. What is the density of the gas?	[{"type":"physical unit","value":"Density [OF] the gas [IN] g/L","valueExpand":[{"tag":"property_qv","content":"Density","slot":"ActionToClass"},{"tag":"subject_qv","content":"the gas","slot":"99_105"},{"tag":"unit_qv","content":"g/L","slot":"ActionToClass"}]}]	[{"type":"physical unit","value":"Mass [OF] an unknown gas [=] \\\\pu{3.45 g}","valueExpand":[{"tag":"property_condition","content":"Mass","slot":"ActionToClass"},{"tag":"subject_condition","content":"an unknown gas","slot":"10_23"},{"tag":"value_condition","content":"3.45 g","slot":"0_5"}]},{"type":"physical unit","value":"Temperature [OF] an unknown gas [=] \\\\pu{55 ℃}","valueExpand":[{"tag":"property_condition","content":"Temperature","slot":"ActionToClass"},{"tag":"subject_condition","content":"an unknown gas","slot":"10_23"},{"tag":"value_condition","content":"55 °C","slot":"28_32"}]},{"type":"physical unit","value":"Pressure [OF] an unknown gas [=] \\\\pu{1.10 atm}","valueExpand":[{"tag":"property_condition","content":"Pressure","slot":"ActionToClass"},{"tag":"subject_condition","content":"an unknown gas","slot":"10_23"},{"tag":"value_condition","content":"1.10 atm","slot":"38_45"}]},{"type":"physical unit","value":"Volume [OF] flask [=] \\\\pu{2.55 L}","valueExpand":[{"tag":"property_condition","content":"Volume","slot":"ActionToClass"},{"tag":"subject_condition","content":"flask","slot":"69_73"},{"tag":"value_condition","content":"2.55 L","slot":"62_67"}]}]	0		0		0	0
